title,content
焦點股：今年前4月賺贏過去十年總和，敦泰今日亮燈漲停,"【財訊快報／研究員林宛儀】驅動IC廠敦泰(3545)受惠漲價與晶片短缺效應，自結4月稅後淨利達7.21億元，年增2937%，EPS達3.34元，累計前4月稅後純益15.58億元，年增1622%，EPS達7.58元，一舉超越過去十年總和。敦泰指出，第二季各產品線出貨將持續成長，且因晶圓代工產能吃緊，價格上漲趨勢上半年都不會改變，尤其IDC(觸控與驅動整合晶片)的缺口更大。 今日一開盤就跳空大漲，早盤就觸及漲停價位。由於下方的5日、10日及20日等短天期均線呈多頭排列，並持續向上揚升，且9日KD指標在5月19日轉為交叉向上後，目前仍持續向上走揚，短線對於多方有利。下檔先以210元附近為支撐。"
焦點股：驊訊漲價啟動，Q2營收可望再創新高，股價跳空衝漲停,"【財訊快報／研究員莊家源】驊訊(6237)為電腦用音效晶片供應商，主要用於PC音效卡。4月營收為1.46億元，月增6.6%，年增267.39%，再創歷史新高。近期受惠於遠距會議、居家辦公及娛樂帶動耳機、麥克風等需求增加，加上晶圓代工和封測成本上升，驊訊已於5月啟動第二波漲價，法人預估漲幅大約落在一成左右，預期將帶動第二季營收續優於第一季，再創單季新高。 今日股價跳空攻上漲停，收復季線，MACD值為正且逐漸擴大。目前所有均線皆呈上揚，惟月線下彎，但月線扣抵持續扣低，短期有機會重新翻揚。近期市場資金逐漸重回電子類股，短線股價應能維持強勁走勢。<BR>"
"《熱門族群》受惠陸三胎政策 麗嬰房、淘帝-KY雙攻漲停","【時報-台北電】大陸官方最新宣布，將進一步優化生育政策，實施一對夫妻可生育三個子女政策及相關配套措施，受此利多消息激勵，以銷售嬰孩用品為主的麗嬰房（2911）及淘帝-KY（2929）二檔「三胎概念股」，今（1）日開盤跳空大漲，直接飆上漲停，分別找8.43元及16.1元。近來百貨股受到疫情衝擊，營運表現不振，麗嬰房今年第一季每股虧損0.37元，淘帝-KY每股也虧損0.58元。由於5月中旬之後，台灣疫情爆發，更造成麗嬰房營運大幅下滑，5月17日股價一度下探6.64元，近日隨著政策紓困4.0出台，帶動股價緩步上揚，今日一早開盤麗嬰房股價直接以漲停8.43元開出，並強勢鎖死，至早盤近12點時，成交量只有684張，仍有逾6,700多張漲停買單排隊高掛，以市價掛買進則有8,100多張。淘帝-KY一早則以15.85元開盤，沒多久也攻上漲停16.1元，成交量則放大至4,000多張，較前一日僅有1,277張爆增2倍多，有近400張漲停價買單排隊，另也有逾4,500張市價等著買。（新聞來源：工商即時 呂淑美）"
"《生醫股》擺脫市場錯殺 台康跌停到漲停","【時報記者郭鴻慧台北報導】郭台銘購疫苗有進展，今天中午向衛生福利部食品藥物管理署遞件完成。郭台銘砸50億元入股的台康生技(6589)業績來源不僅只有做高端疫苗新冠疫苗的原液，還有CDMO業務及新藥授權金等等，午盤擺脫市場錯殺的陰霾，打開跌停，直衝漲停板鎖住159.5元，振幅高達20%。台康生技乳癌生物相似藥臨床三期主要療效數據成功達標，符合美國及歐盟生物相等性標準，生產廠去年也優先取得日本厚生勞動省 PMDA查廠通過，後續美國FDA與歐盟EMA也將進行查廠。另外，委託開發製造生產CDMO業務也正逐年快速成長，台康將加速並擴大在生物相似藥產品線開發及委託開發暨製造服務CDMO雙軌事業版圖，在既有基礎下擴大多樣化產品與產線，連結並整合生物藥開發與生產之上、中、下游，並延伸至細胞及基因治療領域的開發及生產，除台灣既有布局外，將積極展開國際間各種形式的合作、聯盟及併購的機會。郭台銘在4月初與台康生技總經理劉理成簽訂投資意向書，郭台銘規畫以私募方式投資台康生技5.5萬張，私募價格與本次現金增資價格同價(約90元左右)，總計砸下約50億元。當時郭台銘曾表示，將從旁協助，提供全球經營人脈網絡及自動化宏觀思維協助台康拓展國際事業版圖，一步一步落實產業國際化與自動化，並加速建構台康生技在全球生技的地位與價值。"
"入選台灣50呼聲高 長榮「499」大單狂敲攻漲停","台灣50成分股預計將於6月4日公佈最新一季度的成分股，法人與市場皆認為，此次長榮(2603)有望入選成分股，激勵多方買盤積極搶進，盤中一度湧入大量「499」買單，推升長榮股價尾盤順利攻高，萬海、陽明也全數以漲停作收。▼長榮盤中多筆「499」買單湧入（圖/翻攝自嘉實全球贏家）長榮股價近期持續上漲，至6月1日收盤為止，長榮市值達5639.3億元，在台股中市值排名躍升至第13名，市場上對長榮進入新季度台灣50成分股呼聲極高，可望吸引包含元大台灣50（0050）在內的被動型基金建立基本持股，今日尾盤也一路拉上漲停板，股價再創新高。除了長榮外，航運三雄中的陽明（2609）也在 5月12日公佈納入MSCI(明晟)全球標準指數台灣成分股，變動權重為0.26%，是此次權重調升最多的個股，外資在調整公佈後，也開始增加陽明持股，統計5/12至6/1日，外資買超張數高達18.4萬張，持股比重則從7.72%增加至13.39%，市值也一路成長至2347億元。航運價從4月起漲，加上5月北美長約換新約也有一波漲幅，隨著6、7月航運旺季即將到來，加上缺船、缺櫃及塞港問題未完全解決，全球航商6月1日起將再陸續調漲遠東至北美及遠東到歐洲運價，第二季運價將持續維持高檔，市場也預期貨櫃三雄第二季獲利可望交出漂亮成績。日前長榮法說會表示，這兩年將陸續有新船交貨；市場法人也表示，光今年就會交貨的船達33艘，長榮將在船隊擴大的情況下喜迎高運價。●投資理財有賺有賠，投資人決策時應審慎衡量風險，並就投資結果自行負責。（封面圖/翻攝自長榮海運YT）"
海運景氣佳，台驊、中菲行及捷迅盤中齊攻漲停，對景氣樂觀看待,"【財訊快報／記者劉居全報導】受惠貨櫃海運市場運價飆漲，空運貨運市場第二季表現也不弱，貨攬業者包含台驊投控(2636)、中菲行(5609)及捷迅(2643)雨露均霑，其中台驊公布4月獲利自結數，每股盈餘(EPS)達2.98元，4月獲利創單月獲利新高，而光是4月單月獲利就接近第一季整季的獲利；累計今年前4月營收79.53億元，稅後純益7.7億元，每股盈餘6.14元，也創同期新高。今(2)日開盤以124元漲停價位開出並鎖住，帶動承攬業者中菲行及捷迅盤中股價也強攻漲停。而台驊連續拉出6根漲停，股價續創新高；至於中菲行股價99.8元也創新高，股價明(2)日可望挑戰百元。 台驊4月營收20.61億元，年增64.15%，4月稅後純益為3.72億元，年增達538.97%，每股盈餘(EPS)達2.98元，4月獲利創單月獲利新高，而光是4月單月獲利就接近第一季整季的獲利；累計今年前4月營收79.53億元，稅後純益7.7億元，每股盈餘6.14元，也創同期新高。台驊董事長顏益財日前曾說，這是他進入這個行業40年來從沒有看過的榮景，今年賺的錢會超過過去十年的總合，或許有許多人不相信明年海運市場還會好，不過就目前市場研判，明年海運市場一樣好。中菲行今年第一季集團營收為69.81億元，年成長68.1%，營業利益3.6億元，稅前淨利3.7億元，稅後淨利為3億元，年成長207.9%，每股盈餘為2.38元；累計前4月營收為95.13億元，年成長51.4%。而中菲行董事會日前通過109年度盈餘分配之現金股利的除息基準日為6月21日，除息交易日為6月15日，含息最後買進日為6月11日，現金股利發放日為7月9日。中菲行盈餘分配之股東紅利，每股現金股利為每股5.2元，另外股票股利每股0.8元將提請股東常會決議後發放，而原定6月10日召開的股東常會依規定延期，將擇日另行召開董事會，重新決議股東常會召開日期並依法公告。至於捷迅今年首季營收10.66億元，每股盈餘1.6元，獲利年增46.4%，EPS創下連12季成長，營收、獲利雙創單季歷史新高。捷迅認為不論空、海運市場預估因疫情的變化使供需不平衡，將持續維持高檔到第三季，甚至第四季，並認為2021年將破紀錄成為全年「無淡季」的一年，維持高運價以外，貨量也會有一定程度的增加。<BR>"
焦點股：集盛業內外皆美，今日帶量攻漲停,"【財訊快報／研究員林宛儀】尼龍廠集盛(1455)今年前4月EPS達1.27元，創下歷年同期新高水準。集盛指出，尼龍、加工絲報價到5月仍持續上漲中，6月至少不會跌，至於下半年，目前看不到什麼不利的情況，對今年整體營運發展相當樂觀。法人指出，集盛今年除了本業尼龍、加工絲產業獲利強勁之外，手中還有投資包括儒鴻(1476)、南紡(1440)、南帝(2108)等多檔股票，這些股票今年來漲幅驚人，預期今年金融資產評價利益的挹注，將可以為集盛全年獲利貢獻爆發性的成長。 今日股價開高走高，在早盤就攻上漲停價位。由於下方的5日、10日及20日等短天期均線呈多頭排列，並持續向上揚升，且9日KD指標於今日再度轉為交叉向上，短線對於多方有利。下檔先以25～25.5元為支撐。"
美、歐各地陸續解封，主題樂園重啟，智崴股價盤中奔漲停,"【財訊快報／記者戴海茜報導】隨著全球包括美國、歐洲部分國家陸續解封，世界各大主題樂園陸續在各地重新開幕，且期望重新開幕之際有吸睛的遊樂設備做為新話題下，智崴(5263)今天股價開高後一度直奔漲停，直逼前波155.5元高點。 智崴研發團隊其實在2019年底起便持續投入大量資源挹注於產品研發，打造更多元的體感遊樂設備，這次因應疫情後客戶各式各樣的需求，提供最適切的產品與解決方案，包含全新開發的8K LED球幕飛行劇院，將帶來10倍以上的亮度提升及8K解析度的超高畫質，給體驗者有更清晰、更身歷其境的高端娛樂體驗，此項研發產品陸續接獲海外訂單。智崴表示，隨著世界各國的觀光旅遊產業逐漸復甦，日前包括4月下旬於越南最大主題樂園富國島珍珠樂園(VinWonders Phu Quoc)的環景式動感劇院正式開幕，日本東京所打造的第二座飛行劇院開幕，此飛行劇院最大亮點是以日本知名怪獸電影IP作為主題。至於樂高樂園系列在歐美地區也紛紛在5月底開幕，包括北歐第一座飛行劇院、於丹麥比隆(Billund)樂高樂園(Legoland Billund Resort)內開幕，以及美國加州(California)樂高樂園(Legoland California Resort)內，由智崴所打造的Master of Flight開幕，以及英國境內首座飛行劇院，位於溫莎(Windsor)樂高樂園內也順利開幕，主題更是以Flight of the Sky Lion全新電影內容。智崴表示，總計今年會開幕的劇院有24座，包括哈薩克歷史旅遊古都突厥斯坦（Turkestan）、美國拉斯維加斯兩座、加州兩座、紐約一座；歐洲丹麥一座、英國一座；中國13座；越南兩座及日本一座，其中中國集中在下半年開幕，日本則可望在5月正式推出，會與日本知名電影IP合作，主打各族群。<BR>"
"6月飛美航班增 航空雙雄強攻漲停","（中央社記者蔡芃敏台北2021年6月3日電）因應市場需求，業者增加飛美航班，華航 (2610) 、長榮航 (2618) 今天受惠跳空開高，雙雙攻上漲停價格。不過，法人分析，海歸返美及赴美打疫苗人潮僅為短期需求，全年獲利仍需仰賴貨運表現。因應市場需求增加航班，長榮航昨天公布，洛杉磯航班自6月7日起將由每週3班調整為每週7班，其它航線班次不變；根據長榮航官網顯示，台北-洛杉磯經濟艙來回票價逾新台幣7萬元，豪華經濟艙超過8萬元，商務艙票價更超過22萬元。華航則配合中央流行疫情指揮中心執行「清零計畫2.0」，華航表示，將分組調派人力維持營運，北美航線包括洛杉磯、安大略、舊金山、溫哥華等，會依訂位情形適時調整機型，以滿足旅客需求。航空業者分析，確實有部分民眾赴美施打疫苗，美國部分學校將在秋季開學，也有不少人是提前赴美準備開學。受惠於此，航空雙雄攻上漲停價，華航股價來到20.5元，長榮航20.05元。不過，法人分析，海歸返美及赴美打疫苗人潮僅為短期需求，對於航空公司客運屬於短期減虧的正面貢獻。對於今年展望，由於短期內邊境管制恐難見大幅鬆綁，航空公司獲利仍需仰賴貨運表現。"
永豐實上市案今審議，激勵永豐餘、華紙漲停慶賀，帶動紙類股上漲,"【財訊快報／記者劉居全報導】證交所今(3)日將審議永豐餘(1907)轉投資永豐實(6790)上市案，加上中國大陸全國性碳排放權交易市場將在上海啟動，以及漿價在第二季調漲，有利旗下華紙(1905)獲利，永豐餘及華紙今日盤中股價上演慶祝行情，同步攻上漲停，帶動造紙類股包含士紙(1903)、正隆(1904)、寶隆(1906)及榮成(1909)盤中股價都跟著上漲。 永豐餘投控今年第一季合併營收213.14億，稅後淨利15.58億元，每股盈餘(EPS)0.94元，而永豐餘的投資組合，從造林到造紙，林漿紙一貫，已形成完整的固碳產業鏈。永豐餘今年也持續推動轉投資金雞-永道射頻技術、永豐實、永豐餘工紙等上市櫃計畫。其中，永豐實去年合併營收101.47億元、年減3.8%，毛利率31.89%、營益率15.23%雙創新高，加上業外處分利益挹注，稅後淨利14.87億元，每股盈餘6.12元創歷史新高；今年第一季獲利3.71億元、年增33.89%，EPS為1.52元，毛利率32.81%。由於永豐實主攻消費性紙品、潔品，近期隨疫情急升，衛生紙、潔品持續熱銷，包括厚磅衛生紙、橘子工坊五合一洗衣精球等，可望反映在第二季營收獲利。至於華紙2021年第一季合併營收為54.7億元，營收年增20%，稅後歸屬母公司淨利9,483萬元，單季每股盈餘(EPS)0.09元。華紙表示，因為市場需求轉強，加上國際漿價持續走高，帶動產品價格上揚，同時轉型產品逐漸累積成果，營運因此漸入佳境；目前全球各國聚焦於減碳，歐盟、美國、英國、日本、韓國以及台灣都已宣示2050年達到淨零碳排，歐盟更規畫從2023年開徵碳關稅，中國全國性碳排放權交易市場今年6月也將於上海啟動。當碳稅、碳權成為經濟新制約，華紙是台灣唯一一家擁有超過50年造林經驗的公司，從造林到造紙，林漿紙一貫，早已形成固碳產業鏈。華紙在兩岸植林面積廣達3萬公頃，約一個台北市大小，擁有相當可觀的碳匯資產，若要計算碳權或進行碳交易，對華紙來說是未來一大優勢。"
"《大陸股市》上海本地股掀漲停潮 自貿港跟著high",【時報-台北電】下午開盤深滬股市維持在盤上，上海本地股掀漲停潮，陸家嘴、張江高科、浦東金橋、上海臨港、申通地鐵、浦東建設等十餘股集體漲停。自由貿易港板塊走強，上海臨港、浦東建設等漲停，東方創業、錦江在線、寧波港跟漲。鋼鐵板塊持續拉升，酒鋼宏興漲超9%，太鋼不銹、八一鋼鐵、本鋼板材跟漲。證券板塊短線拉升，華鑫股份漲停，錦龍股份、中金公司、國金證券跟漲。盤中，滬指報3608.17點，漲0.31%；深成指報14869.59點，漲0.08%；創業板報3228.31點，跌0.45%。（編輯整理：張嘉倚）
"《大陸股市》陸股收黑 上海本地股大秀漲停",【時報-台北電】3日陸股三大指數集體開低後持續下挫，創指一度跌逾1%。醫美概念走低，數字貨幣概念走高，煤炭股開盤走強。臨近盤尾，三大指數略有回暖、集體翻紅，創指表現相對較弱。5G概念股走高，白酒概念持續走強，二線白酒股表現活躍，鋰電池板塊表現活躍。午後三大指數走勢分化，滬指、深成指衝高回落至翻綠，創指持續盤下整理。板塊方面，受利多消息刺激，上海本地股上演漲停潮，天然氣板塊拉升。收盤，滬指跌0.36%，報3584.21點，成交額達4435億元；深成指跌0.65%，報14761.13點，成交額達5123億元；創指跌1.27%，報3201.78點，成交額達1832億元。（編輯整理：張嘉倚）
"《大陸股市》創指強漲2% 鋰電池近20檔漲停",【時報-台北電】午後指數走強，創業板指拉升漲逾2％，滬指漲0.4％，深成指漲1.2％。鋰電池板塊掀漲停潮，遠東股份、江蘇國泰等近20股漲停，科瑞技術、藍曉科技跟漲。白酒板塊持續拉升，大湖股份漲停，皇台酒業和酒鬼酒漲幅超6%。半導體板塊勁揚，上海貝嶺漲停，富瀚微、富滿電子、全志科技、賽微電子漲超10%，瑞芯微、長電科技、明微電子、北京君正等集體大漲。盤中，滬指報3602.19點，漲0.50%；深成指報14924.76點，漲1.11%；創業板報3264.88點，漲1.97%。（編輯整理：張嘉倚）
《航運股》中菲行股價跳空漲停,【時報-台北電】中菲行（5609）在海空貨運運價高漲，帶動獲利增加下，上周五股價直接跳空漲停開出，盤中雖有震盪，但尾盤仍奮力鎖上漲停，終場大漲10.5元、收在120元，股價再創波段新高，成交量逾3.11萬張，呈現價量齊揚格局，惟因連拉九根長紅，技術面有過熱跡象，KD值同步拉高至96.04及89.46。海運需求熱，中菲行海運業績比重提升，第一季獲利三億元、年增207.9％，EPS為2.38元，續創新高，主力客戶有電子業等。在持續塞港、缺櫃及海轉空下，海空運輸的高檔運價下半年都不看淡。（新聞來源：工商時報─邱莉玲／台北報導）
焦點股：華紙擁碳權優勢，盤中股價亮燈漲停,"【財訊快報／研究員林宛儀】華紙(1905)透露，紙漿價將會持續反應物料成本，9月之後到第四季旺季還會持續上漲，因為源頭的原物料行情，恐到明年第一季才會到達高峰。此外，華紙已提早布局，在兩岸大舉投入造林，總造林規模甚至比台北市的面積還要大，換算每年可吸收二氧化碳約85萬噸，相當於2,302座大安森林公園一年的吸碳量，未來相關的碳匯交易價值可觀，華紙取得碳權優勢。 今日股價開高走高，在台股早盤疲弱的情況下，逆勢上揚，並攻上漲停價位。由於下方的5日、10日及20日等短天期均線呈多頭排列，並持續向上揚升，且9日KD指標在5月下旬轉為黃金交叉後，目前仍持許向上揚升，短線對於多方有利。下檔先以27園附近為支撐。"
"《熱門族群》雙題材發酵 生技股七檔漲停","【時報-台北電】隨著疫情嚴峻，確診及死亡人數持續攀升，激勵防疫題材，再加上亞洲生技大展即將於7月登場，生技醫療題材發酵，上市生醫股ABC-KY（6598）、亞諾法（4133）、雃博（4106）、寶齡富錦（1760），以及上櫃生醫股台康生技（6589）、立康（6242）及久裕（4173）等合計七檔個股，同步飆上漲停。生技股今（7）日扮台股強勢指標族群，上市生技類股指數上漲逾1.6％，上櫃類股指數因高端疫苗跌停拖累，只小漲不到0.6％，涵蓋上市櫃重要生技股的台灣生技指數，則上漲0.8％以上。上市生技股除了上述四檔漲停外，台耀、晶碩、杏輝、美時、美吾華、國光生等都大漲2～4％以上，上櫃包括藥華藥、泰博、商之器、保瑞、優盛、訊聯、長聖、東洋、基亞、達爾膚、生華科等，也齊上大漲2～7％。（新聞來源：工商即時 呂淑美）"
載板前景最看好，內外資齊搶進，欣興、景碩一度漲停,"【財訊快報／記者李純君報導】近日市場資金在傳產、航運與電子股間擺盪，而半導體股也尚未明顯轉強，但與封測相關載板廠，欣興(3037)、景碩(3189)與南電(8046)，卻在本資與本土法人齊心買進下爆量強攻，不單欣興與景碩今日都一度觸及漲停價位，三大載板廠的股價也在今日創下波段新高。 因5G、HPC等趨勢，載板需求大增，且新世代載板層數明顯提高，供給缺口正持續擴大；但供應端的部分，多年來新增產能有限，且擴產緩不濟急，致使供給吃緊壓力從未舒緩，甚至是更緊張，三大廠商的ABF載板，直到2023年產能多數均已售完，甚至有客戶想預購2024年的產能，至於BT的部分，今年底前產能也銷售完畢，2022年產能也近售完。此外，不單很多廠商為了搶到載板產能，都自願優先預付款項，且以載板的平均報價來說，幾乎是每一季上漲一次，而單次漲幅均達到二位數百分比，也因此，本土三大載板廠的欣興、景碩、南電，是目前半導體股中前瞻性最佳的股票，也成為近日本土法人與外資齊力大買的股票。欣興的部分，為本土最大ABF載板廠，也是蘋果PCB的HDI、軟板、軟硬結合板的主要供應商，蘋果拉貨在即，載板供不應求，營運績效即將開始明顯彈升，今日開高後雖有震盪，但盤中強勁買盤支持，步步殿高，一度來到漲停的129元價位，終場收在127.5元，上漲10元，漲幅8.51%。此外，市場傳出，iPhone 13 AiP mmWave版本從美國拓展到其他國家，加上天線模組從3個提昇到4個，載板報價也將大增超過三成，為此，景碩和欣興將受益。而景碩部分，目前也是滿手大單，今年獲利將較去年大幅彈升，今日股價走勢與欣興雷同，盤中也一度漲停，終場以126元作收，上漲8.62%。南電第一季獲利較原先市場期待值多出兩成，單季每股淨利達到2.45元，展望第二季，因崑山新產能開出，加上毛利率續揚，為此，第二季營收與獲利都會比首季更好，法人圈更傳出，2021年全年每股淨利甚至有望挑戰11元，今日最高價達365元，漲幅7%，收盤價位352元，上漲3.22%。<BR>"
"高端急衝漲停！終止連6跌 委買高掛3千張",高端疫苗連續吞下6根跌停板後，今日早盤打開跌停，開盤以190.5元開出，跌8.19%、下跌17元，而第二盤隨即攻上漲停價位228元，終止連續跌停走勢。高端近日連續跌停，股價跌落200元關卡後，低接買盤強勁，第二盤交易即拉到漲停，今日盤中震盪逾18％，攻上漲停板後，委買張數高掛逾3千張。▼分盤交易的高端今日跌停打開，股價直奔漲停。（圖／翻攝自嘉實全球贏家）而5月中旬台灣本土疫情大爆發，生技類股高端受到激勵，在5月17日衝上417元歷史高價，不過近期國產疫苗爭議接連爆發，加上國外疫苗陸續抵台，讓尚未二期解盲的高端連跌6根停板，股價從高檔下跌以來已接近腰斬，目前為處置股票，20分鐘撮合一次，進場買進全都要預先繳足股款。▼高端疫苗終止連6跌。（圖／翻攝自嘉實全球贏家）（封面圖／翻攝自高端疫苗臉書）
新約價格倍增帶動，正德5月營收大增，盤中股價強攻漲停,"【財訊快報／記者劉居全報導】散裝運輸正德(2641)5月營收1.14億元，月增48%，年增75.33%，累計今年1-5月營收3.85億元，年增20.1%，盤中股價強攻漲停。 正德目前船隊數量有17艘，主要以短期出租為主，另有3艘租船，市場法人指出，在4、5月陸續換新約，而在新約價格倍增下，帶動營收走高。市場人士指出，隨著散裝輪供給有限，預估租約價格不易走跌，加上正德多數船舶租約簽訂到第四季，今年獲利可望穩定成長。正德今年第一季營收1.9億元，稅後盈餘2702.1萬元，每股盈餘(EPS)0.18元。"
中國擬培育區塊鏈「名企」，區塊鏈概念股早盤普漲，新晨科技一度漲停,"【財訊快報／陳孟朔】中國工信部最新報告，重點論及要培育一批具有國際競爭力的區塊鏈“名企”後，區塊鏈概念股週二普漲，新晨科技(深股代碼300542)盤初拉升漲停，潤和軟件(深股代碼300339)、遠光軟件(深股代碼002063)、數碼視訊(深股代碼300079)等跟漲。 中國工信部週一發布指導意見指出，加快推動區塊鏈技術應用和產業發展，目標到2025年，區塊鏈產業綜合實力達到世界先進水平，產業初具規模；培育三到五家具有國際競爭力的骨幹企業和一批創新引領型企業，打造三到五個區塊鏈產業發展集聚區。"
"《生醫股》高端終結連6根跌停 第二筆成交拉出漲停","【時報-台北電】高端疫苗（6547）連殺六根跌停後，今（8）日逆轉勝，一早開盤未直接摜殺第七根跌停，因是改採預收款券並人工管制撮合，每20分鐘撮合一次，一早以190.5元下跌8.19％開出，成交量高達6,232張，但到了第二筆9點20分，即以漲停228元成交，成交量為981張。等於高端今天股價從190.5元大跌8.19％拉上漲停228元大漲9.88％，上下震幅高達19.68％。過去六根跌停，到底都是哪些券商受託買賣進出？據統計，從5月31日到6月7日止，凱基市政分公司是最大買超券商，買超382張，永土金市政分公司是第二大買超券商，買超130張，再來是國票新莊分公司、元大證券及華南永昌證券斗六分公司，則均買超逾百張。至於近六日賣超券商則明顯集中在玉山高雄分公司，賣超高達1,108張，再來是國票安和分公司賣超642張、中國信託松江分公司501張、群益金鼎證券潭子分公司258張，另外，新百王、元大土城分公司、元大民生分公司及富邦台南分公司等，均各賣超百張以上。（新聞來源：工商即時 呂淑美）"
貨攬三雄受惠海運市場前景佳，中菲行、捷迅盤中漲停，台驊也上揚,"【財訊快報／記者劉居全報導】受惠貨櫃海運市場運價持續上漲，空運貨運市場第二季表現也不弱，在運價指數持續創高，加上即將進入海空運傳統旺季的第三季，在全球海運公司紛紛喊出漲價下，意味海運市場前景佳，貨櫃承攬業者也跟著受惠，貨攬業者已公布5月營收的中菲行(5609)及捷迅(2643)都出現成長，今(8)日盤中股價都一度攻上漲停；而台驊投控(2636)雖尚未公布5月營收，不過4月每股盈餘(EPS)達2.98元，創單月獲利新高；累計今年前4月營收79.53億元，稅後純益7.7億元，每股盈餘6.14元，也創同期新高，盤中股價也呈現上揚。 中菲行5月營收28.37億元，較去年同期增加4.5%；累計1月至5月營收為123.5億元，較去年同期成長37.2%。中菲行今年第一季集團營收為69.81億元，年成長68.1%，營業利益3.6億元，稅前淨利3.7億元，稅後淨利為3億元，年成長207.9%，每股盈餘為2.38元。捷迅5月營收3.97億元，較去年同期增加7.26%；累計1月至5月營收為18.19億元，較去年同期成長20.94%。捷迅今年第一季營收10.66億元，每股盈餘(EPS)1.6元，獲利年增46.4%，EPS創下連12季成長，營收、獲利雙創單季歷史新高。捷迅日前表示，不論空、海運市場預估因疫情的變化使供需不平衡，將持續維持高檔到第三季，甚至第四季，並認為2021年將破紀錄成為全年「無淡季」的一年，維持高運價以外，貨量也會有一定程度的增加。至於台驊董事長顏益財日前曾表示，海運市場是他進入這個行業40年來從沒有看過的榮景，今年賺的錢會超過過去十年的總合，或許有許多人不相信明年海運市場還會好，不過就目前市場研判，明年海運市場一樣好。<BR>"
"《熱門族群》高端衝漲停 生醫股一吐悶氣","【時報-台北電】在國內疫苗吵翻天之際，美股莫德納（Moderna）股價再創新高，而台股高端疫苗（6547）則是在連吞6根跌停板後，吸引隔日沖大戶進場，8日股價衝漲停，帶動上游原液供應商台康生技（6589）等多檔生醫股也紛紛收紅。 上櫃生技類股指數上漲1.46％，在類股漲幅排名第二，僅次運輸股。富蘭克林華美全球醫療保健基金核心經理人劉翠玲表示，全球各地新冠變種病毒持續擴散，包括日本有C36、印度與英國結合的變種病毒等，現階段全球疫苗需求仍高、且供需不平衡，供應商持續生產；而病毒可能持續產生變異，即使已接種疫苗第一劑，不代表未來不受變種病毒攻擊，包括莫德納、BNT等已著手研發下一代疫苗，因此類病毒不易完全消失，疫苗將成中長期需求。「生技投資聖經」作者羅敏菁表示，莫德納與高端疫苗的新冠疫苗型態截然不同，莫德納的屬mRNA，而高端的屬蛋白質疫苗；mRNA是將病毒的基因設計合成好，打入體內後，引發免疫細胞產生抗體，人體自成工廠，因而可以對抗病毒的快速變種，且mRNA疫苗的製作也較蛋白質疫苗來的快速，這也是為什麼莫德納新冠疫苗會較高端來的早問世。mRNA技術並非橫空出世，其發展歷史已20多年，但2020年並不知道美國能成功利用這項技術研發出防堵新冠肺炎的疫苗，因此台灣當時未引進也是情有可原，但羅敏菁認為，包括中國、新加坡等國家都在要求技轉，而疾呼「台灣不要落後了」。至於高端疫苗，專家認為，由於即將進入二期解盲，讓連續跌停的股價在特定買盤關注下，不僅打開、還漲停。因二期聚焦在「中和抗體的效價」，此乃疫苗保護力的替代性指標，因此通過二期進入三期的機會很大，但這與能否成為可接種的疫苗，並不能畫上等號，現在的股價只是修正到較為合理的價格，提醒投資人慎防隨消息面起舞。（新聞來源：工商時報─記者方歆婷／台北報導）"
"高端疫苗飆第2根漲停 股價重返250元關卡","（中央社記者韓婷婷台北2021年6月9日電）國產疫苗開發廠高端 (6547) 在解盲前夕、終結6根跌停板後，今天開盤飆出第2根漲停板，股價回到250.5元，第1盤成交量就達4752張。高端疫苗股價近來呈現暴漲暴跌，股價吃6根跌停板，一路從417元腰斬到190.5元低點後，再連飆2根漲停板。今天以250.5元漲停價開出，截至9點20分，第2盤交易總成交量已達6377張，漲停價委買張數148張。高端疫苗傳出6月10日進行COVID-19疫苗二期臨床試驗解盲，引發投資人關注。高端重大訊息指出，針對二期臨床試驗數據，預期近期內完成資料彙整，並召開IDMC（獨立資料監視委員會），以進行期間分析解盲作業。"
焦點股：旺矽下半年營運看俏，今日股價帶量攻漲停,"【財訊快報／研究員林宛儀】受惠於全球半導體產能供不應求，晶圓代工廠及後段封測廠產能利用率均達滿載水準，探針卡廠旺矽(6223)接單暢旺，懸臂式探針卡(CPC)及垂直式探針卡(VPC)訂單持續湧入，其中CPC交期已拉長一倍至6～8周。另外，微機電(MEMS)探針卡認證順利將力拚下半年出貨，可望打進5G手機晶片及繪圖處理器(GPU)供應鏈。法人看好旺矽第二季營收將優於首季，下半年旺季效應可期，全年營運表現將優於去年。 今日股價開高走高，以一根帶量長紅K棒站上所有均線。由於下方的5日、10日及20日等短天期均線呈多頭排列，並持續向上揚升，且9日KD指標於今日轉為交叉向上，短線對於多方有利，下檔先以105～108元為支撐，較大壓力在150元附近。"
